"ID","Date","BU Name","Line/ Location","Machine No","Problem Description","Risk Level","Photo","Recommendation / Action","Points Categories","Audit","Target ","Responsibility","Alternate Responsibility","Status ","Remarks ","If additional Mail CC Person ","After Photo","Attachments"
"677","09-01-2025","CMSPU","Drive line","IKT0246 Cover marking press drive","It was Observed that, It is a Stand alone machine and the ram speed of ram is too high","Rank A","20230906_155116.jpg","Suggested to provide front guard to avoid eye injury","Safety","EHS Patrol","08-09-2023","Srinivasan.A.K - CSBU","Ramesh.A - CMSBU","Closed","Front guard provided and activated","Srinivasan.A.K - CSBU","Reserved_ImageAttachment_[10]_[AfterPhoto][32]_[7e25710e384c40aca46733eb048a9f10][1]_[3].jpg","1"
"678","06-09-2023","GRS","Drive line","IT0208- Pinion Chamfering","Guard is available in the machine for the rotating parts, but not used by the operators","Rank A","20230906_155343.jpg","Connect the guard with interlock to avoid this king of bypass","Safety","EHS Patrol","30-03-2024","Srinivasan.A.K - CSBU","Ramesh.A - CMSBU","Closed","Guard restored and educated operator to ensure this ","Srinivasan.A.K - CSBU",,"0"
"679","06-09-2023","GRS","Drive line","IT0423","Same color push button is given for clamping purpose and operation purpose","Rank A","20230906_155447.jpg","Suggested to provide push button with proper color identifications to avoid operational confusions","Safety","EHS Patrol","08-09-2023","Srinivasan.A.K - CSBU","Ramesh.A - CMSBU","Closed","blue colour switch provided for clamping ","Srinivasan.A.K - CSBU",,"0"
"680","06-09-2023","CMSPU","switch Line ","IT1015"," Full Can Thinner Open Condition.","Rank A","IMG20230907015350.jpg","Need to Close ","Fire","Fire Patrol","07-09-2023","Ramesh.A - CMSBU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed",,"Subbian.K - Intelligence Officer","IMG20230912195137.jpg","0"
"681","06-09-2023","WED","Substation Generator Room ","***","Diesel Traces in Floor.","Rank A","IMG20230907033538.jpg","Need To Clean ","Fire","Fire Patrol","07-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Cleaning work done.","Subbian.K - Intelligence Officer","1694421403752.jpg","0"
"682","06-09-2023","Process","Phosphating ","ITA0029","Machine Motor Dust Accumalation","Rank B","IMG20230907010036.jpg","Need To Clean.","Fire","Fire Patrol","07-09-2023","Vijayaraghavan.K - Process","Kumar M - Process","Closed","Dust accumulation removed","Subbian.K - Intelligence Officer","20231103_152521.jpg","0"
"683","06-09-2023","WED","Tvs Logistics ","BOPT ","Cable Wires Criss Cross Condition ","Rank B","IMG20230907005447.jpg","Need To Proper Insulation","Fire","Fire Patrol","07-09-2023","Jayachandra babu.D - WED","Balakrishna Pawar - WED","Closed",,"Subbian.K - Intelligence Officer",,"1"
"684","25-12-2024","WED","Peripheral -Overhead raw water tank ","Overhead raw water tank & TET RO water tank audit.","Overhead raw water tank observations:
1.Saplling of beam concrete.
2.Beam Reinforcement rod found corroded. 
3.Valve corroded condition & hand railing base is entirely corroded.
4.RCC concrete cover is not fully attached with the reinforcement.

5.Ladder rungs & support is corroded condition.
6.Platform gap is available between RCC concrete & ladder platform. There is possibility of person fall through that gap.
7.Barricade mesh to be fixed inside or outside manhole, to avoid accidental fall of person into the tank.
8.Disconnected end cable is not insulated & not kept inside the LOTO box.
9.Ladder access control door is not under lock & key
10.Earth flat connecting bolt nut is rusted condition
11. RCC Overhead water tank stability to be checked by competent person. 

TET RO tank observations:
1.Ladder access control door is not available.
2.Tank Entire support structure is rusted condition
3.Weld crack on ladder support.
4.Entire bottom & topside of chequered plate platform is corroded condition.
5.Corrosion & Hole on the chequered platform. If anyone unknowingly step on the corroded platform, the person will definitely fall. 
6.TET RO tank stability to be checked by competent person. 

","Rank A","IMG_20230830_113403.jpg","Close all the observations ","Safety","EHS Specific","20-12-2023","Bharath.P - Environment","Ganesh.V - WED","Open","Detailed report sent through  mail with Photo & PPT ","Balakrishna Pawar - WED",,"0"
"685","09-09-2023","GRS","Grs LD Line ","ITA0090","Varnish Plant Auto CO2 System MCP Hammer Missing.","Rank B","IMG20230910002939.jpg","Provide Hammer ","Fire","Fire Patrol","11-09-2023","Jayachandra babu.D - WED","Balakrishna Pawar - WED","Closed",,"Subbian.K - Intelligence Officer",,"1"
"686","09-09-2023","Process","Phosphating","ITA0029","Auto Spray Painting Machine Auto Co2 System MCP Hammer Missing.","Rank B","IMG20230908002232.jpg","Provide Hammer ","Fire","Fire Patrol","11-09-2023","Jayachandra babu.D - WED","Balakrishna Pawar - WED","Closed",,"Subbian.K - Intelligence Officer",,"1"
"687","09-09-2023","GRS","LD Grs Gangway","****","Manual Call Point Access Blocked Material. ","Rank B","IMG20230910003057.jpg","Need To Clear.","Fire","Fire Patrol","11-09-2023","Suresh.K - ABU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Discussed with Production in charge not to encroach the Manual call pint","Subbian.K - Intelligence Officer",,"0"
"688","09-09-2023","Process","Phosphating Entrance","***","Newspapers are Stored Near Electrical Box.","Rank A","IMG20230908001937.jpg","Need to Remove.","Fire","Fire Patrol","11-09-2023","Karuppaiah.M - Process","Ramasami.M - Process","Closed","Repeat Point. Newspapers removed & cleared.","Subbian.K - Intelligence Officer",,"0"
"689","09-09-2023","WED","Cmspu Armature Lune","ITA0020A","Electrical Cables Not Proper Insulation.","Rank A","IMG20230910003350.jpg","Need To Proper Insulation.","Fire","Fire Patrol","11-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Unwanted wire removed.","Subbian.K - Intelligence Officer","1694419011458.jpg","0"
"690","09-09-2023","EPU","Wiper Line","IVW0009","MIG Welding machine Rear Side Empty Cotton Box Dumped.","Rank A","IMG20230910005925.jpg","Need To Clear.","Fire","Fire Patrol","11-09-2023","Mahesh Kanna.V - WED","Prabakaran.P - Wiper","Closed","MIG Welding machine Rear Side Empty Cotton Box Dumped was cleared ","Subbian.K - Intelligence Officer","20230910_100516.jpg","0"
"691","09-09-2023","Process","Headlamp","IVW0095","Welding machine near Cotton Papers Dumped in Trolley.","Rank A","IMG20230910011432.jpg","Need to Clear ","Fire","Fire Patrol","11-09-2023","Karuppaiah.M - Process","Ramasami.M - Process","Closed","Repeat Point.","Subbian.K - Intelligence Officer","IMG20230912201420.jpg","0"
"692","09-09-2023","EPU","Wiper Line ","***","Fire Extinguisher Access Blocked. ","Rank B","IMG20230910010042.jpg","Need To Free Space.","Fire","Fire Patrol","11-09-2023","Prabakaran.P - Wiper","Sakthi.K ( LTVS - Padi, EPU )","Closed","completed","Subbian.K - Intelligence Officer","wiper store.jpg","0"
"693","09-09-2023","APU","Rotor Line ","***","Full Welding Gas Cylinder Kept Unsafe Condition.","Rank B","IMG20230910003850.jpg","Put Chain With Lock.","Fire","Fire Patrol","11-09-2023","Sridharan.D - ABU","Saravanan.E - NPI","Closed","Stand provided","Subbian.K - Intelligence Officer",,"0"
"694","09-09-2023","APU"," Apu End ","***","Fire Hydrant  No 32 Access Blocked. Cotton Box Kept.","Rank B","IMG20230910004351.jpg","Need To Clear ","Fire","Fire Patrol","11-09-2023","Mahesh Kanna.V - WED","Environment - Ganesh.V","Closed","Fire Hydrant  No 32 Access Blocked. Cotton Box Kept was cleared ","Subbian.K - Intelligence Officer","IMG-20230910-WA0006.jpg","0"
"695","12-09-2023","EPU","Urea Pump outside ","***","Fire Extinguisher Access Blocked By Material. ","Rank B","IMG20230912162815.jpg","Need To Clear.","Fire","Fire Patrol","13-09-2023","Senthil Murugan S - EPU","Sakthi.K ( LTVS - Padi, EPU )","Closed","Repeat Point.","Subbian.K - Intelligence Officer","urea pump.jpg","0"
"696","12-09-2023","EPU","Wiper Line ","***","Nose Booth Rear Side Used Cotton Box Dumped.
","Rank B","IMG20230912200637.jpg","Need To Clear.","Fire","Fire Patrol","13-09-2023","Prabakaran.P - Wiper","Sakthi.K ( LTVS - Padi, EPU )","Closed","COMPLETED","Subbian.K - Intelligence Officer","wiper line.jpg","0"
"697","12-09-2023","GRS","HD Grs Line ","ITA0089","Varnish Plant Auto Co2 System Disturbance Of Armature Trolley & Auto Co2 System Access Blocked. ","Rank B","IMG20230912195737.jpg","Need To Clear. ","Fire","Fire Patrol","13-09-2023","Suresh.K - ABU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Auto CO2 access cleared","Subbian.K - Intelligence Officer","ita0089 co2 access denied.jpg","0"
"698","12-09-2023","GRS","LD Grs Line","ITA0100","Varnish Plant Fire Extinguisher Trolley, Machine Auto Co2 System Access Blocked. ","Rank B","IMG20230912195647.jpg","Need To Clear ","Fire","Fire Patrol","13-09-2023","Suresh.K - ABU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Machine Auto Co2 System Access encroachment cleared","Subbian.K - Intelligence Officer","ITA0100 CO2 ACCESS.jpg","0"
"699","13-09-2023","WED","Phosphating","***","Tube light Fitting Dust Accumulation, Crisscross Wiring.","Rank B","IMG20230913183532.jpg","Need To Clean, ","Fire","Fire Patrol","14-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Light Fitting Cleaning work done.","Subbian.K - Intelligence Officer",,"0"
"700","13-09-2023","CMSPU","Field Coil ","ITA0055","Field Coil Plant Full Varnish Can, Thinner Can Open Condition.","Rank B","IMG20230913193855.jpg","Need To Close With Cap.","Fire","Fire Patrol","14-09-2023","Ramesh.A - CMSBU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Repeat Point","Subbian.K - Intelligence Officer",,"0"
"701","13-09-2023","Process","Heatreatment ","***","RRF Heat Exchanger OIl Leak, Secondary Containment over Flowing. ","Rank B","IMG20230913185022.jpg","Need To Clean ","Fire","Fire Patrol","14-09-2023","Kumar M - Process","Ramasami.M - Process","Closed",,"Subbian.K - Intelligence Officer","20230920_084634.jpg","0"
"702","13-09-2023","Process","Phosphating","***","Full Chemical Barrel Unsafe Condition.","Rank A","IMG20230913184150.jpg","Need To Proper Stag.","Fire","Fire Patrol","14-09-2023","Karuppaiah.M - Process","Ramasami.M - Process","Closed","Properly kept.","Subbian.K - Intelligence Officer","IMG-20230914-WA0032.jpg","0"
"703","13-09-2023","Process","Heatreatment ","***","Full Barrel Chemical Unsafe Condition.","Rank A","IMG20230913185300.jpg","Need To Proper Stag.","Fire","Fire Patrol","14-09-2023","Karuppaiah.M - Process","Ramasami.M - Process","Closed","Educated & advised to keep in proper position","Subbian.K - Intelligence Officer","IMG-20230914-WA0031.jpg","0"
"704","14-09-2023","Process","Phosphating line","Oven- ITA0102","New Oven is placed in the front entrance of phosphating, which is blocked with unwanted materials and trolleys, Class A materials are placed near the oven-Fire Hazard","Rank A","20230914_111547.jpg","Recommended to clear the unwanted materials","Safety","EHS Patrol","16-09-2023","Kumaresan.K - QC Lab","Vijayaraghavan.K - Process","Closed","Unwanted material removed in front of the oven ","Kumar M - Process","New Oven area.jpg","1"
"705","14-09-2023","Process","Phosphating line","Near Phosphating tank","Phosphating chemical drain is in open condition- Temporary enclosure is provided, which is not effective, Chances of fall hazard","Rank A","20230914_111823.jpg","Recommended to provide permanent encl","Safety","EHS Patrol",,"Kumaresan.K - QC Lab","Vijayaraghavan.K - Process","Closed","Weekly once drainage cleaned.  So temporary enclose provided ","Kumar M - Process","Drainage closer.jpg","1"
"706","14-09-2023","Process","Phosphating line","*******","Behind the phosphating line, Near Expansion tank- Water is leaked from the tank and it reaches near Electrical panel","Rank A","20230914_111937.jpg","Check for the leakage and arrest, Provide rubber mat for the electrical panel","Safety","EHS Patrol","16-09-2023","Kumaresan.K - QC Lab","Vijayaraghavan.K - Process","Closed","Water leak corrected","Kumar M - Process","IMG-20231016-WA0023.jpg","0"
"707","14-09-2023","Process","Phosphating line","ITA0029- Spray painting","Back side water curtain is not working- Sludge created inside the machine wall","Rank B","20230914_112116.jpg","Provide proper water curtain","Safety","EHS Patrol","21-09-2023","Kumaresan.K - QC Lab","Vijayaraghavan.K - Process","Closed","Accumulated sludge cleared. Water circulation ensured","Kumar M - Process","AUTO SPRAY .jpg","0"
"708","14-09-2023","Process","Phosphating line","ITA0029- Spray Painting","1. Ladder available in the machine has poor stability- Grouting has not done, Chances of fall hazard
2. Paint sludge is over the electric motor badly","Rank A","20230914_112226.jpg","Provide Grouting properly, Need to clean the pain sludges frequently","Safety","EHS Patrol","16-09-2023","Kumaresan.K - QC Lab","Vijayaraghavan.K - Process","Closed","Paint sludge cleaned and ladder stability improved","Kumar M - Process","Paint sludge.jpg","0"
"709","14-09-2023","GRS","HD Line ","ITA0089","Varnish Plant Front Side Full Can Varnish Cans Open Condition.","Rank A","IMG20230914191254.jpg","Need To Close With Cap.","Fire","Fire Patrol","30-03-2024","Suresh.K - ABU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","New Varnish Can with Cap is started using in all the Varnishing Plant","Subbian.K - Intelligence Officer","Reserved_ImageAttachment_[10]_[AfterPhoto][24]_[709 varnish can with Cap][1]_[4].jpg","1"
"710","09-01-2025","Wiper","Phosphsting ","***","Fire Extinguisher Access Blocked By Material  ","Rank B","IMG20230914183354.jpg","Need To Free Space ","Fire","Fire Patrol","15-09-2023","Prabakaran.P - Wiper","Sakthi.K ( LTVS - Padi, EPU )","Open",,"Subbian.K - Intelligence Officer",,"0"
"711","14-09-2023","WED","Scrap Yard ","***","Fire Sand Bucket Access Blocked By Dustbin ","Rank B","IMG20230914172336.jpg","Need To Clean ","Fire","Fire Patrol","15-09-2023","Mahesh Kanna.V - WED","Environment - Ganesh.V","Closed"," Dustbin Removed ","Subbian.K - Intelligence Officer","IMG_20230923_103441.jpg","0"
"712","16-09-2023","WED","Phosphating ","***","Almonard Fan Dust Accumulation ","Rank B","IMG20230917001656.jpg","Need To Periodic Cleaning ","Fire","Fire Patrol","18-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","work completed","Subbian.K - Intelligence Officer","1695210168387.jpg","0"
"713","16-09-2023","Process","Phosphating ","ITA0029","65 KW Heat Pump Pipe Line Evaporating Water Leaking in Auto Co2 System  ","Rank A","IMG20230917001940.jpg","Need To Address It.","Fire","Fire Patrol","17-09-2023","Vijayaraghavan.K - Process","Kumar M - Process","Closed","Top cover provided to avoid leak on Auto CO2","Subbian.K - Intelligence Officer","IMG-20231129-WA0028.jpg","1"
"714","16-09-2023","WED","Proving Lab ","***","Top Pal selling Water Leaking In  Fire Alarm Conventional Panel Board ","Rank B","IMG20230917020636.jpg","Need To Address it.","Fire","Fire Patrol","18-09-2023","Mahesh Kanna.V - WED","Environment - Ganesh.V","Closed","false ceiling open closed","Subbian.K - Intelligence Officer","IMG-20231026-WA0010.jpg","0"
"715","16-09-2023","WED","MSE Office Top Area ","***","Electrical Cables Crisscross Condition  ","Rank A","IMG20230902094041.jpg","Need To Proper Insulation ","Fire","Fire Patrol","17-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","work completed","Subbian.K - Intelligence Officer","IMG-20230920-WA0015.jpg","0"
"716","17-09-2023","APU","Process plant Audit","Varnish plants","ITA0031-Rotating gears are exposed outside, Chances of injury during maintenance activities, Varnish tank cleaning due date is not available, Auto dialer is not available, Behind the machine varnish spillage over the secondary containment is observed

ITA0097- Camera is not working, Dust observed in the electrical panel exhaust fans

ITA0070- Paint spillage observed in paint mixing container, Water curtain behind the machine is not working","Rank A","20230917_143811.jpg","Suggested to take corrective actions","Safety","EHS Specific","24-09-2023","Karthik - ABU","Jayachandra babu.D - WED","Closed","Cleaned","Vallavathevan - ABU",,"0"
"718","09-01-2025","EPU","Process plant Audit","Varnish plants","EIT0014 and 008- Safety check sheet is not available in the machine at the time of audit, GSM Dialer is not available
Machine panel is in open condition at the time of running

EITA0014- Leg press guars is not available","Rank A",,"Suggested to take corrective actions","Safety","EHS Specific","19-09-2023","Tikkaram.M - EPU","Rajesh karthick.P - EPU","Open",,"Senthil Murugan S - EPU",,"0"
"719","17-09-2023","CMSPU","Process plant audit","Varnish plants","ITA0055- Varnish sludge created over the pipelines, need to increase the cleaning frequency, Operator platform is blocked with trolleys, Camera is not working, 

ITA0075- Camera is not working, Unwanted materials(Gloves, Bins) placed inside the machine","Rank A","20230917_142422.jpg","Suggested to take corrective actions","Safety","EHS Specific","24-09-2023","Srinivasan.A.K - CSBU","Ramesh.A - CMSBU","Closed",,"Srinivasan.A.K - CSBU",,"0"
"720","17-09-2023","GRS","Process plant Audit","Varnish plants","ITA0090- Safety check sheet is not available in the machine during audit - available at LHS
ITA0098 - Camera is not working, Varnish overspill from secondary containment, Varnish is found in the electrical wires of the machine
ITA0099- Varnish spillage observed over the secondary containment, Chiller barrication is damaged and exposed outside the gangway/walkway
ITA0100- Cable tray is damaged, Electrical wires are exposed outside, Cotton waste are mixed with varnish waste - Removed & disposed , Chiller unit door is damaged
ITA0063- Electrical panel. Manual/Auto operation button identification is not visible","Rank A","20230917_142810.jpg","Suggested to take corrective actions","Safety","EHS Specific","24-09-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","ITA0090- Updated Safety check sheet is available in LHS. ITA0098 Camera is working,ITA0100- Periodical Cleaning & 5S done on both the sides ","Srinivasan.A.K - CSBU",,"1"
"721","19-09-2023","Process","Plating","Heat pump room","Unwanted materials, Steel pipes are dumped in the heat pump room, Electrical panels are available nearby, Panel may get damaged","Rank B","20230919_140450.jpg","Suggested to clear the unwanted materials","Safety","EHS Patrol","26-09-2023","Kumaresan.K - QC Lab","Saravanan.K - Process","Closed","Unwanted materials removed","Kumar M - Process","20231108_130306.jpg","0"
"722","19-09-2023","Process","Plating","Heat pump area Entrance","Side Entrance is blocked with bins and materials , Unwanted materials blocks both the lab and production area","Rank A","20230919_140549.jpg","Suggested to clear the are as soon as possible and avoid blocking the area","Safety","EHS Patrol","21-09-2023","Kumaresan.K - QC Lab","Saravanan.K - Process","Closed","Unwanted material cleared  ","Kumar M - Process","Lab Front area.jpg","1"
"723","19-09-2023","Process","Plating","Heat pump room outside","Mixed chemicals are placed in same rack, MSDS is not available as well as secondary containment","Rank A","20230919_140619.jpg","Need to provide secondary containment and MSDS to be placed","Safety","EHS Patrol","21-09-2023","Saravanan.K - Process","Kumar M - Process","Closed","Chemicals arranged based on compatibility & MSDS displayed.","Kumaresan.K - QC Lab","IMG-20231019-WA0037.jpg","0"
"724","19-09-2023","Process","Plating","Emergency shower","It was Observed that, Emergency shower is not working","Rank A","20230919_140730.jpg","Need to take corrective actions","Safety","EHS Patrol","21-09-2023","Environment - Ganesh.V","Kumar M - Process","Closed",,"Kumaresan.K - QC Lab",,"0"
"725","19-09-2023","Process","Plating","Plating Entrance room( Near panel room)","Near by panel room, Materials are dumped, where Class A materials are included, as well as Hydrochloric acid is placed in the rack, That room has no proper ventilation, lightening and access","Rank A","20230919_140839.jpg","Need to clear the room - Chemicals need to clear from the area and to be placed in designated area with MSDS","Safety","EHS Patrol","21-09-2023","Kumaresan.K - QC Lab","Saravanan.K - Process","Closed","MSDS displayed & chemicals arranged in order","Kumar M - Process","IMG-20231019-WA0039.jpg","0"
"726","19-09-2023","Process","Plating","Electrical panel room","Panel door is damaged, Exposed outside the the walkway","Rank B","20230919_141112.jpg","Suggested to take corrective actions","Safety","EHS Patrol","26-09-2023","Kumaresan.K - QC Lab","Saravanan.K - Process","Closed","Closed","Kumar M - Process","IMG-20231014-WA0020.jpg","0"
"727","09-01-2025","Store","Chemical Store ","***","HighFlammable Liquid Tins  Kept Unsafe Condition In Ramp","Rank A","IMG20230919151816.jpg","Need To Proper Storage ","Fire","Fire Patrol","20-09-2023","CMS - Stores","ELAMARAN.R - Stores","Open",,"Subbian.K - Intelligence Officer",,"0"
"728","19-09-2023","GRS","Store ","***","Disturbance  Of  Smoke Detector Material trays Over Hight. ","Rank B","IMG20230919172407.jpg","Need To Remove","Fire","Fire Patrol","20-09-2023","Sebastian Kasmir Raj.F - CSPU","ELAMARAN.R - Stores","Closed","Disturbance  Of  Smoke Detector Material trays Over Hight - Cleared. Discussed with GRS Stores  in charge not to enchroach the detectors.","Subbian.K - Intelligence Officer","Reserved_ImageAttachment_[10]_[AfterPhoto][30]_[GRS Stores Smoke detector area][1]_[1].jpg","1"
"729","19-09-2023","CMSPU","Store","***","Disturbance  Of  Smoke Detector Cotton Box Stored Over Hight. ","Rank B","IMG20230919171457.jpg","Need To Remove ","Fire","Fire Patrol","20-09-2023","ELAMARAN.R - Stores","ELAMARAN.R - Stores","Closed",,"Subbian.K - Intelligence Officer",,"0"
"730","19-09-2023","WED","Substation 4","***","Fall Celling Open Condition In case Rain Time May Happen To Water Leak ","Rank B","IMG20230919165424.jpg","Need To Close ","Fire","Fire Patrol","20-09-2023","Mahesh Kanna.V - WED","Balakrishna Pawar - WED","Closed","fall ceiling closed","Subbian.K - Intelligence Officer","IMG-20231025-WA0011.jpg","0"
"731","19-09-2023","EPU","Eou Store ","***","Dust Accumulation in the Tube Light Fitting  Located Near Smoke Detector","Rank B","IMG20230919173033.jpg","Need To Clean ","Fire","Fire Patrol","20-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Light fitting cleaning work done.","Subbian.K - Intelligence Officer","IMG-20230921-WA0014.jpg","0"
"732","19-09-2023","GRS","MGRS ","IT0516","Machine Rear Side Chap Box, Cotton Waste Kept","Rank B","IMG20230919194343.jpg","Need To Clear ","Fire","Fire Patrol","20-09-2023","Suresh.K - ABU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Machine Rear Side Chap Box, Cotton Waste Kept -  Cleared","Subbian.K - Intelligence Officer",,"0"
"733","20-09-2023","APU","Core Line ","***","Fire Extinguisher Access Blocked By Material ","Rank B","IMG20230920184929.jpg","Need To Clear ","Fire","Fire Patrol","21-09-2023","Sridharan.D - ABU","Saravanan.E - NPI","Closed","Cleared","Subbian.K - Intelligence Officer",,"0"
"734","20-09-2023","APU","Stator Line ","***","Disturbance Of Fire Hose Reel Materials are Dumped. ","Rank B","IMG20230920184646.jpg","Need To Free Space ","Fire","Fire Patrol","21-09-2023","Vallavathevan - ABU","Saravanan.E - NPI","Closed","Cleared","Subbian.K - Intelligence Officer",,"0"
"735","21-09-2023","Process","Heat Treatment","*******","Ammonia Cylinders are placed without chain lock","Rank A","20230921_150251.jpg","It is mandatory that, Ammonia cylinders to be placed placed in designated area with lock and key","Safety","EHS Patrol","23-09-2023","Karuppaiah.M - Process","Vijayaraghavan.K - Process","Closed",,"Kumar M - Process","PXL_20230922_125312134.jpg","0"
"736","21-09-2023","Process","Heat Treatment Maintenance room","Compressor IKC0067","MCB box is damaged and hanging","Rank B","20230921_150419.jpg","Suggested to take corrective actions","Safety","EHS Patrol","28-09-2023","Ilayaraja.K - Process","Karuppaiah.M - Process","Closed","Completed","Kumar M - Process","IMG-20230923-WA0027.jpg","0"
"737","21-09-2023","Process","Heat treatment","LPG gas line","IN LPG gas line valves, Normally open and close display is worn out- It may lead that unable to find the current position of the valve","Rank B","20230921_150628.jpg","Provide new/Proper display","Safety","EHS Patrol","28-09-2023","Vijayaraghavan.K - Process","Saravanan.K - Process","Closed","Display corrected","Kumar M - Process","IMG-20231129-WA0024.jpg","0"
"738","21-09-2023","Process","Heat treatment","IVX0101","Behind the machine, Rotating gear is not guarded, Chances of crush injury","Rank A","20230921_150747.jpg","Need to provide guard","Safety","EHS Patrol","23-09-2023","Vijayaraghavan.K - Process","Ilayaraja.K - Process","Closed",,"Kumar M - Process","1695350209216.jpg","0"
"739","21-09-2023","WED","Heat treatment","Foam trolley","1. Fire Extinguishers AMC is expired since 15th of this month
2.Foam trolley AMC is expired since June, AMC not yet done","Rank A","20230921_150932.jpg","Need to do AMC as soon as possible and do HD for all the fire extinguishers and Foam trolleys","Safety","EHS Patrol","23-09-2023","Siva Prasad.S - Fire Officer","Jayachandra babu.D - WED","Closed",,"Subbian.K - Intelligence Officer",,"1"
"740","21-09-2023","Process","Heat treatment","*******","Near by maintenance room, live Smoke detector is hanging, Proper platform is not provide, as it is placed near by gangway, It may get damaged by vehicle movement","Rank B","20230921_151444.jpg","Provide proper platform or it need to be guarded","Safety","EHS Patrol","28-09-2023","Jayachandra babu.D - WED","Ilayaraja.K - Process","Closed",,"Kumar M - Process",,"1"
"741","21-09-2023","Process","Heat treatment","IVX0110","Behind the machine, Motor chain is not guarded, It is exposed outside, there is a chances of crush injury","Rank A","20230921_151525.jpg","Need top provide guard","Safety","EHS Patrol","23-09-2023","Vijayaraghavan.K - Process","Kumar M - Process","Closed","Mesh guard provided","Kumar M - Process","IMG-20231201-WA0023.jpg","0"
"742","21-09-2023","GRS","Hd Line ","ITA0089","Varnish Plant Auto Co2 System Heavy Armature Trolley Disturbance of Abort Switch.","Rank B","IMG20230922035129.jpg","Need To Remove The Trolley ","Fire","Fire Patrol","22-09-2023","Suresh.K - ABU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Auto CO2 access cleared","Subbian.K - Intelligence Officer","ita0089 co2 access denied.jpg","0"
"743","22-09-2023","WED","Substation 2 ","***","Rental DG Diesel Tank Secondary Containment Diesel Stagnation.","Rank A","IMG_20230922_013016.jpg","Need To Clean.","Fire","Fire Patrol","22-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Rental DG Diesel Tank Secondary Containment Rain water cleaning work done.","Subbian.K - Intelligence Officer","IMG-20230922-WA0005.jpg","0"
"744","21-09-2023","CMSPU","Field Coil Line ","***","Mig Welding Machine Rear Side Cotton Box Gloves Stored.","Rank A","IMG20230922034452.jpg","Need To Clean.","Fire","Fire Patrol","22-09-2023","Mahesh Kanna.V - WED","Environment - Ganesh.V","Closed","Daily twice cartoon boxes were collected and moved. For emergency, the area owner must call the house keeping staff assigned to their PU and clear. ","Subbian.K - Intelligence Officer",,"0"
"745","21-09-2023","APU","Stator Line ","ITA0070","Machine Hydraulic Oil Leaking.","Rank B","IMG20230922033212.jpg","Need To Address It ","Fire","Fire Patrol","23-09-2023","Prasath.M - ABU","Saravanan.E - NPI","Closed","Oil leak arrested","Subbian.K - Intelligence Officer",,"0"
"746","21-09-2023","APU","Rotor Line ","***","Thermo pac Area Flooring Oil Traces, Cotton Waste Kept in Bucket.","Rank B","IMG20230922033559.jpg","Need To Clean","Fire","Fire Patrol","22-09-2023","Prasath.M - ABU","Saravanan.E - NPI","Closed","Cleared","Subbian.K - Intelligence Officer",,"0"
"747","21-09-2023","CMSPU","Field Coil ","ITA0055","Chemical Liquid Thinner Cans Open Condition.","Rank A","IMG20230922034300.jpg","Need To Close With Cap.","Fire","Fire Patrol","22-09-2023","Ramesh.A - CMSBU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Repeat Point","Subbian.K - Intelligence Officer",,"0"
"748","09-01-2025","Prov Lab","Engine Testing Area ","***","Diesel Can Open Condition ","Rank A","IMG20230922004822.jpg","Need To Close With Cap ","Fire","Fire Patrol","15-09-2023","Veeramani.P - ENGG PROVING LAB","NOEL BRIGHT.R - ENGG PROVING LAB","Open","Repeat Point.","Subbian.K - Intelligence Officer",,"0"
"749","21-09-2023","GRS","MGRS Line ","***","Machine Electrical Panel Bottom Side Cotton Box, Papers are Dumped.","Rank A","IMG20230922035142.jpg","Need To Clean ","Fire","Fire Patrol","22-09-2023","Suresh.K - ABU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Cotton box and papers disposed","Subbian.K - Intelligence Officer",,"0"
"750","21-09-2023","Process","Heatreatment ","***","Ammonia Cylinder Kept In Unsafe Condition.","Rank B","IMG20230922012158.jpg","Put Lock with Chain","Fire","Fire Patrol","22-09-2023","Karuppaiah.M - Process","Ramasami.M - Process","Closed","Repeat Point ","Subbian.K - Intelligence Officer","PXL_20230922_125312134.jpg","0"
